ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
5774,F,Ship,6,excellent,257,4,medium,F,1,1957,yes
5775,A,Ship,4,bad,243,5,medium,F,4,1633,yes
5776,B,Ship,5,bad,264,6,medium,M,10,1659,yes
5777,C,Ship,5,good,224,6,low,F,6,1049,yes
5778,F,Ship,6,excellent,304,4,low,M,8,1755,yes
5779,D,Ship,4,bad,243,5,medium,F,8,1922,no
5780,F,Ship,6,ok,272,4,low,M,5,1355,yes
5781,A,Ship,5,good,269,5,low,F,4,1537,yes
5782,B,Ship,7,ok,267,4,low,M,7,1384,no
5783,C,Ship,6,worst,251,4,low,M,2,1679,no
5784,F,Ship,4,ok,249,5,low,F,3,1012,yes
5785,D,Ship,7,bad,284,4,low,F,6,1550,yes
5786,F,Ship,4,worst,254,5,medium,F,3,1880,yes
5787,A,Ship,6,excellent,269,4,low,M,5,1264,yes
5788,B,Ship,7,excellent,265,4,low,F,9,1393,no
5789,C,Ship,5,ok,220,6,medium,F,6,1830,yes
5790,F,Ship,4,good,217,5,medium,F,4,1503,no
5791,D,Ship,7,good,285,4,medium,F,2,1017,yes
5792,F,Ship,5,worst,265,5,medium,F,3,1514,yes
5793,A,Ship,5,worst,240,5,medium,M,1,1200,no
5794,B,Ship,5,excellent,247,3,low,M,1,5226,no
5795,C,Ship,5,good,179,6,medium,F,8,4615,yes
5796,F,Ship,4,excellent,142,2,medium,F,9,5425,yes
5797,D,Ship,4,ok,207,5,high,F,6,4145,no
5798,F,Ship,3,worst,183,3,medium,M,7,5849,yes
5799,A,Ship,4,ok,167,2,medium,F,2,5544,no
5800,B,Ship,4,ok,175,3,low,F,2,5208,no
5801,C,Ship,3,excellent,183,2,low,M,8,5881,yes
5802,F,Ship,6,excellent,176,3,low,F,10,5307,no
5803,D,Ship,3,good,187,3,low,M,7,5417,no
5804,F,Ship,4,excellent,143,3,medium,F,8,4142,yes
5805,A,Ship,4,ok,136,3,low,F,7,5976,no
5806,B,Ship,3,ok,178,3,low,M,3,5396,yes
5807,C,Ship,4,good,208,2,medium,F,6,4983,yes
5808,F,Ship,4,worst,171,2,medium,M,1,5635,no
5809,D,Ship,2,worst,197,4,low,M,5,4614,no
5810,F,Ship,5,worst,179,3,low,F,7,5814,no
5811,A,Ship,6,good,197,5,medium,M,4,5889,yes
5812,B,Ship,5,good,285,2,low,M,2,4505,yes
5813,C,Ship,6,worst,141,5,low,F,9,5113,no
5814,F,Ship,4,excellent,274,3,medium,M,5,4773,no
5815,D,Ship,5,bad,287,3,medium,F,3,4903,yes
5816,F,Ship,5,ok,218,3,medium,F,4,4198,yes
5817,A,Ship,3,worst,213,3,high,F,6,5535,no
5818,B,Ship,2,worst,207,4,low,M,1,5742,no
5819,C,Ship,5,excellent,273,4,low,M,7,4064,yes
5820,F,Ship,3,ok,185,3,low,M,6,5995,yes
5821,D,Ship,3,worst,192,3,low,F,4,5179,no
5822,F,Ship,4,good,276,2,medium,F,3,4306,yes
5823,A,Ship,5,bad,229,2,medium,M,1,5724,no
5824,B,Ship,3,excellent,248,2,high,M,3,5287,yes
5825,C,Ship,3,good,267,3,high,F,2,5204,yes
5826,F,Ship,4,good,272,3,low,M,9,5458,no
5827,D,Ship,3,ok,153,3,low,M,8,5487,no
5828,F,Ship,4,bad,246,4,medium,M,7,5056,yes
5829,A,Ship,3,ok,261,4,low,F,9,4529,yes
5830,B,Ship,4,excellent,207,2,low,F,3,5270,yes
5831,C,Ship,3,worst,133,3,medium,M,8,4634,no
5832,F,Ship,3,excellent,269,5,low,M,6,5932,yes
5833,D,Ship,4,ok,251,3,high,M,8,5986,yes
5834,F,Ship,4,bad,252,4,low,F,3,4956,yes
5835,A,Ship,3,excellent,135,2,low,F,4,5275,yes
5836,B,Ship,4,ok,273,4,medium,F,1,4585,no
5837,C,Ship,4,bad,168,3,low,M,3,4653,yes
5838,F,Ship,2,good,233,2,medium,F,6,4758,no
5839,D,Ship,3,bad,133,2,low,F,3,4677,yes
5840,F,Ship,3,excellent,147,4,high,M,10,5164,yes
5841,A,Ship,5,bad,249,6,low,M,8,5633,no
5842,B,Ship,6,ok,259,4,low,F,3,4117,yes
5843,C,Ship,4,bad,194,3,low,F,10,5171,yes
5844,F,Ship,4,excellent,134,6,medium,M,7,4881,yes
5845,D,Ship,3,good,98,3,low,M,5,4432,no
5846,F,Ship,5,worst,138,3,low,M,10,5612,yes
5847,A,Ship,5,excellent,193,5,high,F,4,5087,yes
5848,B,Ship,5,excellent,184,3,medium,M,7,4742,no
5849,C,Ship,4,good,172,3,medium,M,7,5098,no
5850,F,Ship,4,ok,248,2,medium,M,2,4701,yes
5851,D,Ship,2,good,114,5,high,F,5,5334,yes
5852,F,Ship,4,excellent,201,2,high,F,2,4657,no
5853,A,Ship,3,good,206,4,medium,M,2,4372,no
5854,B,Ship,6,worst,185,4,high,F,10,5254,yes
5855,C,Ship,5,bad,272,3,high,M,5,4972,no
5856,F,Ship,4,ok,266,2,medium,M,6,4286,yes
5857,D,Ship,3,good,203,2,low,M,9,5735,no
5858,F,Ship,4,ok,218,5,low,M,2,4823,yes
5859,A,Ship,2,excellent,279,3,low,F,8,4632,no
5860,B,Ship,4,good,159,2,low,M,4,4648,yes
5861,C,Ship,5,ok,138,3,low,F,5,5687,yes
5862,F,Ship,3,bad,224,3,low,F,7,5896,no
5863,D,Ship,3,ok,269,3,low,M,4,4309,no
5864,F,Ship,5,ok,121,2,medium,F,4,5231,yes
5865,A,Road,4,ok,134,2,low,F,2,4522,no
5866,B,Road,4,excellent,259,3,medium,M,4,5344,yes
5867,C,Road,4,good,206,2,high,M,8,4093,yes
5868,F,Road,3,worst,209,2,low,M,6,5701,yes
5869,D,Road,3,ok,145,3,medium,M,1,5709,no
5870,F,Road,5,bad,164,2,medium,M,8,5717,no
5871,A,Road,3,worst,133,3,medium,M,6,5464,yes
5872,B,Road,3,bad,178,3,low,F,5,5686,no
5873,C,Road,4,ok,175,2,low,M,3,4200,no
5874,F,Road,2,good,242,3,medium,M,8,4898,no
5875,D,Road,4,bad,202,3,low,M,8,4575,yes
5876,F,Road,4,ok,176,2,low,F,6,5149,yes
5877,A,Road,4,ok,203,4,low,F,1,5274,no
5878,B,Road,4,ok,207,4,low,M,5,5008,yes
5879,C,Road,4,bad,268,3,medium,M,1,4927,no
5880,F,Road,3,ok,244,3,low,M,6,5109,no
5881,D,Road,3,excellent,134,3,low,F,10,4693,no
5882,F,Road,3,good,143,3,low,F,1,4392,yes
5883,A,Road,3,excellent,246,3,low,F,2,5556,yes
5884,B,Road,3,bad,157,2,low,F,7,5228,no
5885,C,Road,3,ok,169,3,low,M,10,5147,no
5886,F,Road,4,excellent,231,3,low,F,6,4449,yes
5887,D,Flight,3,ok,262,5,medium,F,1,5043,no
5888,F,Flight,3,bad,227,2,medium,M,10,4290,no
5889,A,Flight,5,bad,162,4,medium,M,7,5477,yes
5890,B,Flight,5,excellent,148,2,medium,M,4,4812,no
5891,C,Flight,3,good,138,2,medium,F,8,4837,no
5892,F,Flight,3,ok,255,2,medium,F,3,4824,no
5893,D,Flight,3,excellent,218,3,low,M,2,5841,no
5894,F,Flight,4,worst,260,4,low,M,2,4091,yes
5895,A,Flight,4,ok,142,2,low,F,5,5502,yes
5896,B,Flight,4,excellent,257,3,medium,M,5,4180,no
5897,C,Flight,4,bad,252,3,low,F,1,4176,no
5898,F,Flight,5,good,151,5,low,F,1,4122,no
5899,D,Flight,4,ok,190,5,low,F,8,4736,no
5900,F,Flight,4,excellent,137,2,low,M,7,4068,no
5901,A,Flight,4,good,164,2,low,M,7,5456,no
5902,B,Flight,3,excellent,271,3,low,F,9,5328,no
5903,C,Flight,3,excellent,162,2,high,M,1,4573,yes
5904,F,Flight,2,good,221,5,medium,M,4,4034,yes
5905,D,Flight,5,good,202,3,low,F,3,4559,yes
5906,F,Flight,4,excellent,143,2,low,M,1,5836,no
5907,A,Flight,3,excellent,254,3,low,M,6,4703,no
5908,B,Flight,4,ok,96,4,medium,M,1,4984,yes
5909,C,Ship,3,ok,199,5,medium,F,10,4847,yes
5910,F,Ship,4,worst,198,4,low,F,5,5182,no
5911,D,Ship,4,ok,257,3,low,F,2,5198,yes
5912,F,Ship,3,bad,149,5,medium,F,9,4310,no
5913,A,Ship,5,worst,193,4,medium,F,10,5280,no
5914,B,Ship,3,excellent,284,2,low,M,10,5619,no
5915,C,Ship,4,excellent,205,4,medium,F,5,5264,no
5916,F,Ship,5,excellent,185,3,low,M,5,4520,yes
5917,D,Ship,5,good,268,3,high,F,10,4955,no
5918,F,Ship,5,worst,252,3,medium,M,2,4339,no
5919,A,Ship,4,ok,196,2,low,F,5,5656,no
5920,B,Ship,3,ok,149,3,low,M,6,4654,no
5921,C,Ship,5,excellent,154,2,medium,M,3,4669,no
5922,F,Ship,5,good,267,2,medium,M,4,4053,no
5923,D,Ship,3,ok,208,2,medium,F,5,5661,no
5924,F,Ship,5,excellent,275,3,medium,M,9,4287,yes
5925,A,Ship,4,bad,272,2,low,F,1,5939,yes
5926,B,Ship,6,excellent,280,3,low,M,9,4074,yes
5927,C,Ship,6,ok,202,3,low,F,5,4930,no
5928,F,Ship,5,bad,184,3,medium,F,8,4581,no
5929,D,Ship,5,bad,244,5,medium,F,7,5515,no
5930,F,Ship,4,good,138,5,low,M,10,5401,no
5931,A,Ship,4,ok,109,2,medium,F,4,5407,no
5932,B,Ship,2,excellent,189,5,low,M,3,5292,no
5933,C,Ship,3,bad,170,3,low,M,9,4069,no
5934,F,Ship,3,worst,183,2,medium,F,10,4598,no
5935,D,Ship,3,good,263,6,high,M,3,4429,no
5936,F,Ship,4,worst,271,4,low,M,9,5853,yes
5937,A,Ship,6,ok,202,4,medium,F,3,4496,yes
5938,B,Ship,3,ok,265,3,medium,F,8,5070,no
5939,C,Ship,4,worst,220,3,medium,F,6,4472,no
5940,F,Ship,4,good,274,2,low,F,7,4873,yes
5941,D,Ship,4,excellent,212,2,medium,M,10,4552,no
5942,F,Ship,4,bad,244,3,high,M,1,5559,yes
5943,A,Ship,4,excellent,252,3,medium,F,4,5017,no
5944,B,Ship,5,excellent,158,2,low,M,8,4743,no
5945,C,Ship,2,excellent,286,6,medium,F,5,5490,no
5946,F,Ship,3,excellent,164,3,high,M,10,4639,yes
5947,D,Ship,4,ok,170,6,medium,M,6,4998,no
5948,F,Ship,4,worst,269,2,medium,F,8,4930,no
5949,A,Ship,4,bad,238,2,low,F,2,4002,no
5950,B,Ship,4,ok,198,7,medium,F,1,5315,no
5951,C,Ship,4,good,184,8,low,M,7,5235,yes
5952,F,Ship,5,bad,265,3,low,M,10,4347,yes
5953,D,Ship,3,bad,204,10,medium,F,10,4534,no
5954,F,Ship,5,worst,233,7,medium,F,5,5759,yes
5955,A,Ship,4,excellent,134,3,low,F,8,5694,no
5956,B,Ship,3,good,153,3,medium,F,9,5474,no
5957,C,Ship,2,excellent,241,3,medium,F,3,4253,yes
5958,F,Ship,4,excellent,187,3,low,M,7,5022,yes
5959,D,Ship,3,ok,148,3,low,F,8,5622,no
5960,F,Ship,3,good,133,8,medium,F,10,5439,yes
5961,A,Ship,6,worst,250,4,low,M,10,1623,yes
5962,B,Ship,6,worst,249,4,medium,M,2,1326,yes
5963,C,Ship,5,bad,259,5,low,M,8,1678,no
5964,F,Ship,6,good,266,4,low,M,5,1639,yes
5965,D,Ship,6,excellent,244,4,medium,F,6,1185,no
5966,F,Ship,4,excellent,239,6,low,M,2,1879,no
5967,A,Ship,4,excellent,270,5,low,F,1,1187,yes
5968,B,Ship,6,ok,270,4,low,F,7,1079,no
5969,C,Ship,6,bad,257,4,medium,M,1,1513,no
5970,F,Ship,4,ok,243,5,medium,F,3,1634,yes
5971,D,Ship,4,excellent,271,4,low,M,6,5078,no
5972,F,Ship,6,ok,202,4,medium,F,6,4249,no
5973,A,Ship,3,ok,265,3,medium,F,3,5986,yes
5974,B,Ship,4,worst,220,3,medium,M,1,5159,yes
5975,C,Ship,4,ok,274,2,low,M,1,4762,no
5976,F,Ship,4,worst,212,2,medium,M,4,4969,no
5977,D,Ship,4,bad,244,3,high,F,3,4103,no
5978,F,Ship,4,bad,252,3,medium,F,4,5782,no
5979,A,Ship,5,worst,158,2,low,M,4,5736,yes
5980,B,Ship,2,excellent,286,6,medium,F,3,4497,yes
5981,C,Ship,3,ok,164,3,high,M,8,5170,no
5982,F,Ship,4,bad,170,6,medium,M,10,4891,no
5983,D,Ship,4,ok,269,2,medium,M,2,4158,no
5984,F,Ship,4,ok,238,2,low,M,7,5808,yes
5985,A,Ship,4,excellent,198,7,medium,M,9,4249,yes
5986,B,Ship,4,ok,184,8,low,M,4,4686,no
5987,C,Ship,5,bad,265,3,low,M,8,5447,yes
5988,F,Ship,3,worst,204,10,medium,M,5,5375,no
5989,D,Ship,5,bad,233,7,medium,F,8,5519,yes
5990,F,Ship,4,bad,134,3,low,F,9,4214,yes
5991,A,Ship,3,bad,153,3,medium,M,6,4056,no
5992,B,Ship,2,worst,241,3,medium,F,5,5697,yes
5993,C,Ship,4,good,187,3,low,F,8,4893,no
5994,F,Ship,3,good,148,3,low,F,8,5267,yes
5995,D,Ship,3,excellent,133,8,medium,F,8,5002,yes
5996,F,Ship,6,worst,250,4,low,M,4,1018,no
5997,A,Ship,6,excellent,249,4,medium,M,3,1710,yes
5998,B,Ship,5,ok,259,5,low,M,2,1730,no
5999,C,Ship,6,bad,266,4,low,F,9,1220,no
6000,F,Ship,6,ok,244,4,medium,M,5,1108,yes
6001,D,Ship,4,excellent,239,6,low,M,4,1451,no
6002,F,Road,4,ok,270,5,low,F,3,1786,yes
6003,A,Road,6,good,282,4,low,M,6,1580,no
6004,B,Road,6,excellent,295,4,medium,M,2,1981,no
6005,C,Road,6,worst,255,4,low,M,5,1253,yes
6006,F,Road,6,good,292,4,low,M,3,1826,yes
6007,D,Road,6,ok,244,4,low,F,1,1317,yes
6008,F,Road,6,worst,306,4,low,M,1,1210,no
6009,A,Road,6,worst,258,4,low,M,3,1506,no
6010,B,Road,4,bad,265,6,low,M,8,1391,yes
6011,C,Road,5,worst,227,5,low,M,7,1620,yes
6012,F,Road,7,worst,276,4,low,F,8,1560,yes
6013,D,Road,6,good,244,4,medium,M,7,1795,no
6014,F,Road,4,ok,217,6,medium,F,6,1552,no
6015,A,Road,2,ok,211,3,low,F,8,1172,no
6016,B,Road,4,bad,227,5,low,M,7,1354,yes
6017,C,Road,5,ok,249,4,medium,M,1,1014,yes
6018,F,Road,6,ok,269,4,low,M,3,1006,no
6019,D,Road,6,excellent,278,4,medium,F,6,1140,no
6020,F,Road,6,excellent,282,4,medium,M,3,1385,no
6021,A,Road,6,good,300,4,medium,F,7,1607,no
6022,B,Road,5,excellent,259,5,low,F,9,1624,no
6023,C,Road,6,worst,295,4,medium,F,6,1611,no
6024,F,Flight,5,excellent,238,5,low,M,2,1657,no
6025,D,Flight,5,ok,270,5,medium,F,7,1303,yes
6026,F,Flight,5,ok,267,5,low,M,6,1119,yes
6027,A,Flight,4,worst,270,5,medium,M,9,1280,yes
6028,B,Flight,4,worst,245,5,medium,F,8,1923,no
6029,C,Flight,6,good,262,4,low,F,10,1068,yes
6030,F,Flight,4,bad,245,5,low,M,8,1122,yes
6031,D,Flight,6,bad,268,4,low,M,7,1943,no
6032,F,Flight,5,worst,262,5,low,M,1,1488,yes
6033,A,Flight,6,ok,283,5,medium,M,10,1483,no
6034,B,Flight,5,ok,260,5,medium,M,8,1001,no
6035,C,Flight,7,excellent,258,4,low,F,4,1677,yes
6036,F,Flight,5,bad,130,4,medium,F,1,1877,no
6037,D,Flight,6,ok,262,5,low,M,9,1053,no
6038,F,Flight,6,bad,293,4,low,F,4,1764,yes
6039,A,Flight,7,worst,255,5,medium,M,10,1238,yes
6040,B,Flight,6,worst,242,5,low,F,5,1555,no
6041,C,Flight,6,ok,264,4,medium,F,6,1622,yes
6042,F,Flight,6,good,253,4,low,F,7,1485,no
6043,D,Flight,5,excellent,271,5,low,F,4,1667,no
6044,F,Flight,6,bad,250,4,medium,F,3,1777,yes
6045,A,Flight,4,ok,266,5,high,F,5,1590,no
6046,B,Ship,6,bad,286,4,low,F,4,1594,no
6047,C,Ship,5,bad,275,5,low,M,9,1373,no
6048,F,Ship,6,ok,295,5,low,M,4,1392,no
6049,D,Ship,5,worst,269,6,medium,F,8,1341,no
6050,F,Ship,4,worst,239,5,low,F,1,1780,yes
6051,A,Ship,6,good,271,4,medium,M,8,1867,no
6052,B,Ship,6,excellent,165,6,low,F,6,1529,yes
6053,C,Ship,7,bad,302,5,medium,M,5,1614,no
6054,F,Ship,6,bad,293,6,low,F,10,1919,yes
6055,D,Ship,4,good,202,3,low,F,3,5524,yes
6056,F,Ship,2,ok,185,3,medium,F,7,4246,no
6057,A,Ship,4,good,210,2,medium,M,8,5942,no
6058,B,Ship,3,excellent,186,2,medium,M,8,5924,no
6059,C,Ship,3,good,163,3,low,M,7,5913,no
6060,F,Ship,3,good,168,3,low,M,5,5964,no
6061,D,Ship,4,ok,199,3,low,M,8,4391,yes
6062,F,Ship,3,excellent,271,2,medium,M,7,4958,no
6063,A,Ship,3,good,164,3,low,F,4,4796,no
6064,B,Ship,4,worst,231,2,medium,M,3,4696,no
6065,C,Ship,3,worst,196,2,low,M,10,4141,yes
6066,F,Ship,4,bad,218,3,low,F,2,4949,no
6067,D,Ship,5,worst,267,4,low,M,5,4440,yes
6068,F,Ship,4,good,163,3,low,F,5,4440,no
6069,A,Ship,4,worst,224,4,medium,F,5,4887,no
6070,B,Ship,3,good,156,2,medium,F,10,5107,yes
6071,C,Ship,5,excellent,175,6,low,F,2,4883,yes
6072,F,Ship,3,good,257,5,medium,F,5,5365,no
6073,D,Ship,4,good,259,3,low,M,3,4509,no
6074,F,Ship,3,ok,112,4,low,F,7,5716,yes
6075,A,Ship,4,ok,145,4,medium,M,2,5735,no
6076,B,Ship,3,worst,230,3,medium,M,3,4957,no
6077,C,Ship,3,good,188,4,low,F,6,5016,no
6078,F,Ship,3,bad,132,4,medium,F,3,4512,no
6079,D,Ship,4,worst,239,4,high,M,2,5502,no
6080,F,Ship,2,excellent,167,3,medium,M,8,4605,no
6081,A,Ship,3,worst,133,3,medium,M,7,4004,yes
6082,B,Ship,4,bad,270,2,high,F,9,5080,yes
6083,C,Ship,4,ok,229,2,medium,M,7,5364,yes
6084,F,Ship,5,worst,261,4,high,F,6,4852,no
6085,D,Ship,2,worst,192,3,low,F,9,4774,no
6086,F,Ship,4,excellent,217,3,low,F,6,4848,yes
6087,A,Ship,4,ok,246,2,low,M,6,4908,no
6088,B,Ship,5,excellent,208,2,medium,M,8,5321,no
6089,C,Ship,5,worst,148,3,low,F,5,5790,no
6090,F,Ship,4,worst,132,6,high,M,8,4902,yes
6091,D,Ship,4,bad,249,3,low,F,6,5051,yes
6092,F,Ship,3,ok,225,4,low,F,9,5468,yes
6093,A,Ship,5,worst,279,4,medium,F,3,4607,no
6094,B,Ship,4,bad,183,2,low,F,8,4921,no
6095,C,Ship,4,good,215,2,high,F,6,5238,no
6096,F,Ship,6,good,195,5,high,F,10,4225,no
6097,D,Ship,4,bad,156,2,medium,M,5,4467,yes
6098,F,Ship,3,excellent,160,3,low,F,8,4106,no
6099,A,Ship,5,excellent,153,5,medium,M,10,5297,no
6100,B,Ship,3,good,215,3,high,F,5,4670,yes
6101,C,Ship,4,ok,163,3,low,F,7,4556,no
6102,F,Ship,4,bad,195,3,medium,M,8,5198,no
6103,D,Ship,4,ok,170,2,low,M,3,4587,yes
6104,F,Ship,3,ok,133,3,low,M,5,5937,no
6105,A,Ship,5,bad,171,6,medium,F,5,5981,yes
6106,B,Ship,3,excellent,186,3,medium,M,7,4764,no
6107,C,Ship,4,bad,246,3,high,M,5,5960,no
6108,F,Ship,3,ok,170,3,low,F,7,5427,yes
6109,D,Ship,2,excellent,189,2,low,M,9,5245,no
6110,F,Ship,4,excellent,216,2,low,F,8,5767,yes
6111,A,Ship,4,bad,264,3,low,M,10,5137,yes
6112,B,Ship,5,good,268,3,low,F,3,5320,yes
6113,C,Ship,4,worst,225,2,medium,F,10,4577,yes
6114,F,Ship,4,bad,252,2,high,F,4,5233,yes
6115,D,Ship,3,bad,204,3,low,F,8,4586,yes
6116,F,Ship,5,worst,193,2,medium,F,1,4450,no
6117,A,Ship,5,ok,220,3,low,F,9,5324,no
6118,B,Ship,6,good,271,3,low,F,7,5192,yes
6119,C,Ship,2,bad,227,4,medium,M,6,4104,yes
6120,F,Ship,4,worst,206,5,medium,F,7,5941,yes
6121,D,Ship,4,bad,142,3,medium,F,3,4644,no
6122,F,Ship,5,excellent,236,2,medium,M,2,5210,no
6123,A,Ship,5,good,275,2,medium,M,10,5395,yes
6124,B,Ship,3,excellent,144,2,medium,M,2,4629,yes
6125,C,Ship,4,excellent,194,3,medium,M,3,5168,yes
6126,F,Ship,3,bad,260,3,low,M,9,4591,yes
6127,D,Ship,3,good,240,3,medium,M,8,4410,no
6128,F,Ship,3,bad,136,3,high,F,2,5739,no
6129,A,Ship,3,ok,132,2,medium,M,1,4687,no
6130,B,Ship,4,bad,266,3,medium,M,7,5121,no
6131,C,Ship,4,worst,263,3,high,M,5,4782,no
6132,F,Ship,5,excellent,270,3,low,F,9,5807,yes
6133,D,Ship,3,ok,208,5,low,F,10,4258,no
6134,F,Ship,5,excellent,206,3,low,M,1,5520,no
6135,A,Ship,3,ok,159,3,low,M,3,5230,yes
6136,B,Ship,4,ok,162,3,low,M,4,5913,yes
6137,C,Ship,3,bad,177,2,medium,M,4,4417,no
6138,F,Ship,3,ok,168,4,low,F,4,4096,yes
6139,D,Road,3,worst,267,4,medium,F,4,4914,yes
6140,F,Road,4,excellent,222,3,medium,F,7,5844,no
6141,A,Road,3,bad,234,3,low,F,10,4781,no
6142,B,Road,3,worst,133,3,low,F,9,5724,no
6143,C,Road,4,good,207,3,low,F,10,4533,no
6144,F,Road,4,ok,243,4,low,F,9,4811,no
6145,D,Road,5,excellent,161,3,low,F,1,4470,yes
6146,F,Road,3,excellent,193,3,medium,F,6,5302,no
6147,A,Road,4,excellent,234,4,medium,M,9,5769,no
6148,B,Road,2,worst,185,6,medium,F,7,4138,yes
6149,C,Road,4,excellent,242,2,medium,F,5,4806,no
6150,F,Road,4,excellent,252,2,high,F,6,4147,yes
6151,D,Road,4,ok,179,3,low,F,3,5495,yes
6152,F,Road,4,ok,158,3,high,F,5,5602,no
6153,A,Road,3,worst,226,3,low,F,8,4002,no
6154,B,Road,5,good,269,2,medium,F,2,5962,no
6155,C,Road,3,excellent,148,3,low,F,7,5685,no
6156,F,Road,4,excellent,159,2,low,F,3,5704,no
6157,D,Road,3,good,273,4,medium,M,4,5361,no
6158,F,Road,3,good,233,3,medium,M,5,5306,no
6159,A,Road,4,excellent,182,3,medium,F,2,4473,no
6160,B,Road,3,good,153,2,medium,M,5,4023,yes
6161,C,Flight,4,excellent,210,2,medium,M,5,5683,no
6162,F,Flight,4,worst,241,3,medium,M,6,4558,no
6163,D,Flight,3,bad,220,3,low,M,8,5032,yes
6164,F,Flight,5,good,211,3,medium,F,7,4856,no
6165,A,Flight,3,excellent,151,3,low,F,1,4088,no
6166,B,Flight,5,excellent,267,3,medium,M,9,4775,yes
6167,C,Flight,4,ok,250,2,medium,M,4,4808,yes
6168,F,Flight,4,ok,181,3,low,F,5,5398,yes
6169,D,Flight,5,bad,197,4,high,M,4,4339,yes
6170,F,Flight,3,good,172,2,medium,F,5,4647,no
6171,A,Flight,4,worst,219,3,low,M,3,5223,yes
6172,B,Flight,5,excellent,189,3,low,M,7,5717,no
6173,C,Flight,5,worst,225,3,low,M,8,4539,no
6174,F,Flight,5,ok,269,5,low,F,8,5833,yes
6175,D,Flight,5,good,157,3,medium,F,7,4199,yes
6176,F,Flight,3,excellent,189,3,low,M,5,5422,no
6177,A,Flight,3,worst,226,2,medium,F,6,4946,yes
6178,B,Flight,2,worst,220,2,medium,F,6,4382,yes
6179,C,Flight,6,ok,275,6,low,M,4,4875,no
6180,F,Flight,3,good,171,3,medium,F,5,4310,yes
6181,D,Flight,4,ok,235,3,low,F,4,5289,yes
6182,F,Flight,3,good,201,3,high,M,7,4887,yes
6183,A,Ship,5,excellent,269,3,low,F,5,5673,yes
6184,B,Ship,5,ok,182,2,low,M,4,5579,no
6185,C,Ship,5,excellent,266,5,low,F,9,4500,no
6186,F,Ship,3,excellent,157,2,medium,F,4,5991,no
6187,D,Ship,4,worst,258,4,high,F,1,5476,no
6188,F,Ship,4,bad,280,4,low,M,9,5288,yes
6189,A,Ship,4,good,154,3,low,F,7,4106,yes
6190,B,Ship,4,good,274,2,low,F,3,4257,no
6191,C,Ship,4,excellent,180,2,medium,F,1,4332,no
6192,F,Ship,3,excellent,146,3,medium,F,7,4126,no
6193,D,Ship,3,good,236,3,medium,M,1,5851,no
6194,F,Ship,4,good,133,4,high,F,10,5296,no
6195,A,Ship,5,bad,173,4,high,F,9,4307,no
6196,B,Ship,4,ok,210,3,low,M,9,5556,no
6197,C,Ship,3,good,238,2,medium,F,1,4991,yes
6198,F,Ship,4,bad,268,4,low,F,3,5275,no
6199,D,Ship,3,excellent,175,3,medium,F,8,5471,yes
6200,F,Ship,5,bad,280,4,low,M,8,4539,yes
6201,A,Ship,4,worst,153,2,low,F,1,4027,no
6202,B,Ship,4,good,251,2,medium,F,6,4376,no
6203,C,Ship,4,bad,252,3,medium,M,8,4262,yes
6204,F,Ship,4,excellent,201,8,medium,F,4,5472,yes
6205,D,Ship,5,good,216,4,medium,F,8,5878,yes
6206,F,Ship,3,bad,126,10,low,M,3,4073,yes
6207,A,Ship,3,bad,177,4,low,F,3,4199,yes
6208,B,Ship,5,ok,145,3,medium,M,1,5783,yes
6209,C,Ship,5,ok,258,2,low,F,10,5371,yes
6210,F,Ship,4,ok,273,10,medium,M,6,4251,yes
6211,D,Ship,4,worst,245,3,low,F,5,4523,no
6212,F,Ship,5,good,241,2,medium,F,7,4413,no
6213,A,Ship,4,worst,208,3,low,F,6,5345,yes
6214,B,Ship,6,excellent,282,4,low,M,1,1193,yes
6215,C,Ship,6,excellent,295,4,medium,M,1,1159,no
6216,F,Ship,6,excellent,255,4,low,F,9,1113,no
6217,D,Ship,6,ok,292,4,low,F,8,1434,no
6218,F,Ship,6,good,244,4,low,M,1,1130,yes
6219,A,Ship,6,good,306,4,low,F,8,1691,yes
6220,B,Ship,6,excellent,258,4,low,M,5,1966,yes
6221,C,Ship,4,worst,265,6,low,F,2,1629,yes
6222,F,Ship,5,worst,227,5,low,M,6,1667,no
6223,D,Ship,7,worst,276,4,low,F,9,1519,yes
6224,F,Ship,6,excellent,244,4,medium,F,2,1980,no
6225,A,Ship,4,bad,217,6,medium,F,3,1732,yes
6226,B,Ship,2,excellent,211,3,low,M,3,1368,no
6227,C,Ship,4,good,227,5,low,M,8,1982,yes
6228,F,Ship,5,worst,249,4,medium,M,5,1027,yes
6229,D,Ship,6,bad,269,4,low,M,6,1073,no
6230,F,Ship,6,ok,278,4,medium,M,4,1716,no
6231,A,Ship,6,excellent,282,4,medium,F,4,1013,no
6232,B,Ship,6,worst,300,4,medium,F,2,1790,yes
6233,C,Ship,3,ok,146,3,medium,F,4,5384,no
6234,F,Ship,3,good,236,3,medium,F,5,5466,no
6235,D,Ship,4,good,133,4,high,F,7,5973,yes
6236,F,Ship,5,good,173,4,high,F,8,5284,yes
6237,A,Ship,4,bad,210,3,low,F,9,4163,no
6238,B,Ship,3,ok,238,2,medium,F,4,4206,no
6239,C,Ship,4,good,268,4,low,M,5,5647,no
